Section,SectionName,Kod,Name,Notes,SubKod1,SubKod2,SubKod3
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,11.20.1,"Предоставление услуг по бурению, связанному с добычей нефти, газа и  газового конденсата",наклонно-направленное бурение и  повторное бурение; ударное бурение,11,20.0,1.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,11.20.2,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек","монтаж буровой установки на месте,  ремонт и демонтаж, цементирование  обсадных труб нефтяных и  газовых скважин, откачку скважин, заглушку и  консервацию скважин  и т.п.",11,20.0,2.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,11.20.3,Предоставление услуг по доразведке месторождений нефти и газа на  особых экономических условиях (по соглашению о разделе продукции - СРП),,11,20.0,3.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,11.20.4,"Предоставление прочих услуг, связанных с добычей нефти и газа",,11,20.0,4.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.0,Добыча урановой и ториевой руд,,12,0.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.00,Добыча урановой и ториевой руд,,12,0.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.00.1,Добыча и обогащение (сортировка) урановых руд,добычу урановой руды первичное  обогащение урановой руды производство желтого кека  (концентрата урана),12,0.0,1.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.00.11,"Добыча урановых руд подземным способом, включая способы подземного  и кучного выщелачивания",,12,0.0,11.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.00.12,"Добыча урановых руд открытым способом, включая способ кучного  выщелачивания",,12,0.0,12.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,12.00.2,Добыча и обогащение ториевых руд,добычу ториевой руды первичное  обогащение ториевой руды,12,0.0,2.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.1,Добыча железных руд,,13,1.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.10,Добыча железных руд,"добычу подземным и открытым  способами руд, ценных, преимущественно,  содержанием в них  железа подготовку руд к обогащению: дробление и измельчение  руд, промывку руд,  разделение по крупности (грохочение и  классификацию) обогащение и агломерацию железных руд Эта  группировка не включает: добычу и обогащение серного и  магнитного колчедана, см. 14.30 обжиг серного колчедана, см.  24.13",13,10.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.10.1,Добыча железных руд подземным способом,,13,10.0,1.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.10.2,Добыча железных руд открытым способом,,13,10.0,2.0
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.2,"Добыча руд цветных металлов, кроме урановой и ториевой руд",,13,2.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.20,"Добыча руд цветных металлов, кроме урановой и ториевой руд","добычу подземным и открытым  способами руд, ценных, преимущественно,  содержанием в них  цветных металлов подготовку руд цветных металлов к обогащению:  дробление и измельчение руд,  промывку руд, разделение по  крупности (грохочение и классификацию) обогащение и  агломерацию руд цветных металлов",13,20.0,
C,ДОБЫЧА ПОЛЕЗНЫХ ИСКОПАЕМЫХ,13.20.1,Добыча и обогащение медной руды,,13,20.0,1.0
