Section,SectionName,Kod,Name,Notes,SubKod1,SubKod2,SubKod3
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.2,Аренда прочих транспортных средств и оборудования,,71,2.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.21,Аренда прочих сухопутных транспортных средств и оборудования,"аренду грузовых контейнеров Эта  группировка не включает: аренду прочих сухопутных транспортных  средств с оператором, см. 60.2 финансовый лизинг, см. 65.21  аренду легковых автомобилей без водителя, см. 71.10 прокат  велосипедов, см. 71.40.4",71,21.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.21.1,Аренда прочего автомобильного транспорта и оборудования,"аренду грузовых автомобилей,  тягачей, прицепов и полуприцепов без водителя мотоциклов,  автофургонов и прицепов для жилья и т.п. без водителя",71,21.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.21.2,Аренда железнодорожного транспорта и оборудования,аренду железнодорожного подвижного  состава без машиниста,71,21.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.22,Аренда водных транспортных средств и оборудования,"аренду водных транспортных средств  (торговых и прочих судов) без экипажа Эта группировка не  включает: аренду водных транспортных средств с экипажем, см.  61 финансовый лизинг, см. 65.21 прокат прогулочных катеров,  см. 71.40.4",71,22.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.23,Аренда воздушных транспортных средств и оборудования,"аренду самолетов, вертолетов и  других воздушных транспортных средств без  экипажа Эта  группировка не включает: аренду воздушных транспортных средств  с экипажем, см. 62.20.3 финансовый лизинг, см. 65.21",71,23.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.3,Аренда прочих машин и оборудования,,71,3.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.31,Аренда сельскохозяйственных машин и оборудования,"аренду сельскохозяйственных  тракторов и других машин и оборудования для  сельского и лесного  хозяйства, включенных в группировку 29.3 Эта группировка не  включает: аренду сельскохозяйственных машин и оборудования с  оператором, см. 01.41.1 финансовый лизинг, см. 65.21",71,31.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.32,Аренда строительных машин и оборудования,"аренду строительных лесов и  подмостей без установки и демонтажа Эта группировка не  включает: аренду строительных машин и оборудования с  оператором, см. 45.50 финансовый лизинг, см. 65.21",71,32.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.33,"Аренда офисных машин и оборудования, включая вычислительную технику",,71,33.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.33.1,Аренда офисных машин и оборудования,"аренду копировально-множительных  машин, пишущих машин и машин для  обработки текста, бухгалтерских  машин и прочих офисных машин и оборудования",71,33.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.33.2,Аренда вычислительных машин и оборудования,,71,33.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34,"Аренда прочих машин и оборудования, не включенных в другие группировки",,71,34.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.1,"Аренда двигателей, турбин и станков",,71,34.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.2,Аренда горного и нефтепромыслового оборудования,,71,34.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.3,Аренда подъемно-транспортного оборудования,,71,34.0,3.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.4,Аренда профессиональной радио- и телевизионной аппаратуры и  аппаратуры связи,,71,34.0,4.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.5,Аренда контрольно-измерительной аппаратуры,,71,34.0,5.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.6,Аренда медицинской техники,,71,34.0,6.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.7,Аренда торгового оборудования,,71,34.0,7.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.34.9,Аренда прочих машин и оборудования научного и промышленного  назначения,,71,34.0,9.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.4,Прокат бытовых изделий и предметов личного пользования,,71,4.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40,Прокат бытовых изделий и предметов личного пользования,,71,40.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.1,"Прокат телевизоров, радиоприемников, устройств видеозаписи,  аудиозаписи и подобного оборудования",,71,40.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.2,"Прокат аудио- и видеокассет, грампластинок и записей на других  технических носителях информации",,71,40.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.3,"Прокат мебели, электрических и неэлектрических бытовых приборов",,71,40.0,3.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.4,Прокат инвентаря и оборудования для проведения досуга и отдыха,"прокат спортивного инвентаря  прокат прогулочных катеров и лодок, велосипедов",71,40.0,4.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.5,Прокат музыкальных инструментов,прокат нотных изданий,71,40.0,5.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.6,Прокат предметов медицинского и санитарного обслуживания,"прокат таких предметов медицинского  и санитарного обслуживания, как  пеленальные столы, костыли и  т.п.",71,40.0,6.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",71.40.9,"Прокат прочих бытовых изделий и предметов личного пользования для  домашних хозяйств, предприятий и организаций, не включенных в другие  группировки","прокат текстильных изделий, одежды,  обуви; изделий из керамики и стекла,  кухонной и столовой посуды;  ювелирных изделий; театральных декораций и  костюмов; книг, газет  и журналов; машин и оборудования для самостоятельного  изготовления поделок; цветов и других растений; различной  домашней утвари",71,40.0,9.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.1,Консультирование по аппаратным средствам вычислительной техники,,72,1.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.10,Консультирование по аппаратным средствам вычислительной техники,"консультирование по типам и  конфигурации аппаратных средств, их установке,  эксплуатации,  модернизации, использованию соответствующего программного  обеспечения анализ информационных потребностей пользователей и  подготовку оптимальных  решений по созданию информационных систем  и сетей",72,10.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.2,Разработка программного обеспечения и консультирование в этой области,,72,2.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.20,Разработка программного обеспечения и консультирование в этой области,"разработку программного  обеспечения, готового к использованию: разработку  системного  программного обеспечения, инструментальных средств, прикладных  программ разработку индивидуального программного обеспечения и  предоставление прочих  услуг в области информатики: модификацию и  настройку готового программного  обеспечения применительно к  потребностям заказчика при создании  информационных систем и  сетей, системный анализ и консультирование по выбору  готового  программного обеспечения, предоставление услуг по внедрению и  сопровождению программного обеспечения разработку программного  обеспечения для работы с базами данных предоставление прочих  услуг, связанных с программным обеспечением Эта группировка не  включает: копирование программного обеспечения общего  пользования, см. 22.33 консультирование по программному  обеспечению функционирования аппаратных  средств, см. 72.10",72,20.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.3,Обработка данных,,72,3.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.30,Обработка данных,"все стадии обработки данных,  включая подготовку и ввод данных, с применением  технического и  программного обеспечения потребителя или собственного  предоставление услуг по автоматическому переводу  предоставление услуг по обеспечению информационной безопасности  вычислительных систем и сетей",72,30.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.4,Деятельность по созданию и использованию баз данных и информационных  ресурсов,,72,4.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.40,Деятельность по созданию и использованию баз данных и информационных  ресурсов,"проектирование баз данных  (разработку концепций, структуры, состава баз  данных)  формирование и ведение баз данных, в том числе сбор данных из  одного или  более источников, а также ввод, верификацию и  актуализацию данных администрирование баз данных, в том числе  обеспечение возможности доступа к  базе данных в режиме  непосредственного или телекоммуникационного доступа поиск  данных, их отбор и сортировку по запросам, предоставление  отобранных  данных пользователям, в том числе в режиме  непосредственного доступа создание информационных ресурсов  различных уровней (федеральных,  ведомственных, корпоративных,  ресурсов предприятий)",72,40.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.5,Техническое обслуживание и ремонт офисных машин и вычислительной  техники,,72,5.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.50,Техническое обслуживание и ремонт офисных машин и вычислительной  техники,"техническое обслуживание и ремонт  офисных машин и вычислительной техники в  гарантийный и  послегарантийный период прочую деятельность, связанную с  сервисным обслуживанием офисных машин и  вычислительной техники",72,50.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.6,"Прочая деятельность, связанная с использованием вычислительной техники и  информационных технологий",,72,6.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",72.60,"Прочая деятельность, связанная с использованием вычислительной техники  и информационных технологий","разработку и поддержку  информационных систем и сетей органов  государственного  управления всех уровней, диагностических и экспертных систем,  систем для научных исследований, систем проектирования и  управления,  разработку технологических процессов обработки  данных, информационное  обеспечение, консультации в этих  областях деятельность, связанную с созданием информационных  технологий, системной  интеграцией, веб-дизайном,  мультимедиа-приложениями, электронной торговлей и  маркетингом,  офшорным (заказным) программированием, созданием  информационных  ресурсов Интернет деятельность, связанную с производством  продукции информатизации и  предоставлением услуг информатизации,  не учтенную в других группировках",72,60.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",73.1,Научные исследования и разработки в области естественных и технических  наук,,73,1.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",73.10,Научные исследования и разработки в области естественных и технических  наук,"систематическое изучение и  творческие усилия в трех видах научных  исследований и  разработок, определенных выше, в области естественных наук  (физико-математических, химических, биологических,  геолого-минералогических,  сельскохозяйственных, медицинских,  фармацевтических, ветеринарных и других  наук) и технических  наук. Они направлены на увеличение объема знаний и  повышение  эффективности их использования",73,10.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",73.2,Научные исследования и разработки в области общественных и гуманитарных  наук,,73,2.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",73.20,Научные исследования и разработки в области общественных и  гуманитарных наук,"систематическое изучение и  творческие усилия в трех видах научных  исследований и  разработок, определенных выше, в области общественных и  гуманитарных наук (экономических, философских, филологических,  географических,  юридических, педагогических наук,  искусствоведения, архитектуры, психологических  и других наук)",73,20.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.1,"Деятельность в области права, бухгалтерского учета и аудита;  консультирование по вопросам коммерческой деятельности и управления  предприятием",исследование конъюнктуры рынка и  выявление общественного мнения,74,1.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.11,Деятельность в области права,"представление   интересов одной стороны против другой стороны   в судах или  других судебных органах. Эта   деятельность осуществляется или   контролируется лицами, являющимися членами   коллегии адвокатов: . консультирование и   представительство в гражданских делах .   консультирование и представительство в   уголовных делах . консультирование и   представительство в суде в связи с трудовыми   спорами деятельность по государственной   регистрации прав на недвижимое имущество и   сделок с ним предоставление рекомендаций и   консультаций по общим вопросам, подготовку   юридических документов: свидетельств о   регистрации компаний, уставов организаций и   аналогичных документов, связанных с созданием   компаний, патентов  и авторских договоров,   подготовку юридических актов, завещаний,   доверенностей и  т.п. К данной группировке   относится деятельность адвокатов, нотариусов,   лиц,  назначаемых судом для снятия   свидетельских показаний, и третейских судей",74,11.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.12,Деятельность в области бухгалтерского учета и аудита,"регистрацию коммерческих операций  компаний и прочих предприятий; подготовку финансовых счетов,  проверку этих счетов и подтверждение их  точности подготовку  для частных лиц или предприятий налоговых деклараций о доходах  деятельность консультантов и представительство, кроме  юридического  представительства, от имени клиентов перед  налоговыми управлениями",74,12.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.12.1,Деятельность в области бухгалтерского учета,,74,12.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.12.2,Аудиторская деятельность,,74,12.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.13,Исследование конъюнктуры рынка и выявление общественного мнения,,74,13.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.13.1,Исследование конъюнктуры рынка,"изучение потенциальных возможностей  рынка, приемлемости продукции,  осведомленности о ней и  покупательских привычках потребителей в целях  продвижения товара  и разработки новых видов продукции, включая статистический  анализ результатов",74,13.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.13.2,Деятельность по изучению общественного мнения,"изучение общественного мнения по  политическим, экономическим и социальным  вопросам и  статистический анализ результатов",74,13.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.14,Консультирование по вопросам коммерческой деятельности и управления,"консультирование по вопросам  финансового управления предприятием, кроме  консультирования по  вопросам налогообложения, проектирование систем  бухгалтерского  учета, программ учета производственных затрат, процедур контроля  исполнения бюджета консультирование по вопросам управления  маркетингом консультирование по вопросам управления людскими  ресурсами консультирование по вопросам планирования,  организации, обеспечения  эффективности и контроля, оценки  стоимости объектов гражданских прав консультирование по  вопросам управления в области сельского хозяйства,  например  консультирование агрономами и экономистами фермеров и т.п.  предоставление услуг по обеспечению связей с общественностью  руководство проектами, кроме строительных: координацию и надзор  за  расходованием ресурсов, подготовку графиков выполнения работ,  координацию  работы субподрядчиков, контроль за качеством  выполняемых работ и т.п. предоставление услуг по рассмотрению  трудовых споров и примирению:  содействие в досудебном разрешении  трудовых споров или посредничество с  целью примирения для  урегулирования спорных вопросов между работниками и  руководителями, между юридическими лицами или между физическими  лицами предоставление прочих услуг, связанных с управлением  предприятием",74,14.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.15,Деятельность по управлению финансово-промышленными группами и  холдинг-компаниями,,74,15.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.15.1,Деятельность по управлению финансово-промышленными группами,,74,15.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.15.2,Деятельность по управлению холдинг-компаниями,,74,15.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.2,"Деятельность в области архитектуры; инженерно-техническое проектирование;  геолого-разведочные и геофизические работы; геодезическая и картографическая  деятельность; деятельность в области стандартизации и метрологии; деятельность  в области гидрометеорологии и смежных с ней областях; виды деятельности,  связанные с решением технических задач, не включенные в другие группировки",,74,2.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20,"Деятельность в области архитектуры; инженерно-техническое  проектирование; геолого-разведочные и геофизические работы; геодезическая и  картографическая деятельность; деятельность в области стандартизации и  метрологии; деятельность в области гидрометеорологии и смежных с ней областях;  виды деятельности, связанные с решением технических задач, не включенные в  другие группировки",,74,20.0,
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.1,"Деятельность в области архитектуры, инженерно-техническое проектирование в промышленности и строительстве",,74,20.0,1.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.11,Архитектурная деятельность,"Эта группировка включает виды деятельности, имеющие целью  создание  архитектурного объекта (здания, сооружения, комплекса  зданий или сооружений, их  интерьера, объектов благоустройства,  ландшафтного или садово-паркового  искусства): создание  архитектурного проекта координацию разработки всех разделов  проектной документации для  строительства или реконструкции  авторский надзор за строительством архитектурного объекта  организацию профессиональной деятельности архитекторов",74,20.0,11.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.12,"Проектирование производственных помещений, включая размещение  машин и оборудования, промышленный дизайн",,74,20.0,12.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.13,"Проектирование, связанное со строительством инженерных сооружений,  включая гидротехнические сооружения; проектирование движения транспортных  потоков",,74,20.0,13.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.14,"Разработка проектов промышленных процессов и производств, относящихся к электротехнике, электронной технике, горному делу, химической  технологии, машиностроению, а также в области промышленного строительства,  системотехники и техники безопасности",,74,20.0,14.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.15,"Разработка проектов в области кондиционирования воздуха, холодильной  техники, санитарной техники и мониторинга загрязнения окружающей среды,  строительной акустики и т.п.",,74,20.0,15.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.2,"Геолого-разведочные, геофизические и геохимические работы в области  изучения недр","работы, предназначенные для сбора  информации о структуре недр и  местонахождении залежей полезных  ископаемых и подземных вод: . геологическую, гидрогеологическую  и геоэкологическую съемку масштабов М  1:200000 и М 1:50000 .  открытые геолого-разведочные работы и горноразведочные работы .  гидрогеологические и инженерно-геологические работы .  геофизические и геохимические работы . создание государственной  сети опорных геолого-геофизических профилей  параметрических и  сверхглубоких скважин . отбор и обработку проб твердых полезных  ископаемых . мониторинг геологической среды (наблюдение за  состоянием подземных и  поверхностных вод, экзогенных  геологических процессов) . лабораторные исследования полезных  ископаемых и горных пород . камеральные работы Эта группировка  не включает: разведочное бурение, см. 45.12",74,20.0,2.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.3,Геодезическая и картографическая деятельность,,74,20.0,3.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.31,Топографо-геодезическая деятельность,,74,20.0,31.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.32,"Картографическая деятельность, включая деятельность в области  наименований географических объектов",,74,20.0,32.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.33,Гидрографические изыскательские работы,,74,20.0,33.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.34,"Деятельность, связанная с подготовкой картографической и космической информации, включая аэросъемку",,74,20.0,34.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.35,Инженерные изыскания для строительства,"маркшейдерские работы,  инженерно-геологические, экологические изыскания для  строительства, проектных и строительно-монтажных работ, включая  изыскательские  работы, связанные с ремонтом и реставрацией",74,20.0,35.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.36,Землеустройство,"деятельность, связанную с  демаркацией и межеванием границ, с разработкой схем  использования и охраны земельных ресурсов и схем землеустройства;  установление границ территорий с особыми природоохранными,  рекреационными и  заповедными режимами",74,20.0,36.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.4,Деятельность в области стандартизации и метрологии,,74,20.0,4.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.41,Деятельность в области стандартизации,,74,20.0,41.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.42,Деятельность в области метрологии,,74,20.0,42.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.44,Деятельность в области аккредитации,,74,20.0,44.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.45,"Государственный контроль и надзор за стандартами, средствами  измерений и обязательной сертификацией",,74,20.0,45.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.5,Деятельность в области гидрометеорологии и смежных с ней областях,,74,20.0,5.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.51,Океанографические работы,,74,20.0,51.0
K,"ОПЕРАЦИИ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ, АРЕНДА И  ПРЕДОСТАВЛЕНИЕ УСЛУГ",74.20.52,Гелиогеофизические работы,,74,20.0,52.0
